Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
14,Junio,Gilmore,CAN,"1.08,59",2015-01-05,Calgary (CAN),Canada - Single Distances Championships 2015,m,2014,1000
15,MacLennan,Richard,CAN,"1.08,60",2015-01-05,Calgary (CAN),Canada - Single Distances Championships 2015,m,2014,1000
16,Kulizhnikov,Pavel,RUS,"1.08,61",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
17,Yamanaka,Daichi,JPN,"1.08,76",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
18,Riopel,Philippe,CAN,"1.08,80",2015-03-19,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
19,Otterspeer,Hein,NED,"1.08,88",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
19,Romeijn,Aron,NED,"1.08,88",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
21,Ihle,Nico,GER,"1.09,06",2015-02-07,Heerenveen (NED),ISU World Cup,m,2014,1000
22,Jorritsma,Gerben,NED,"1.09,07",2015-02-28,Calgary (CAN),Time Trials,m,2014,1000
23,Dutton,William,CAN,"1.09,08",2014-10-04,Calgary (CAN),Time Trials,m,2014,1000
24,Verweij,Koen,NED,"1.09,15",2014-11-02,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1000
25,Déry,Alexandre,CAN,"1.09,29",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
26,Kuzin,Denis,KAZ,"1.09,32",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
26,Yesin,Alexey,RUS,"1.09,32",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,1000
26,Boisvert-Lacroix,Alex,CAN,"1.09,32",2015-03-19,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
29,Nakamura,Kento,JPN,"1.09,38",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
30,Schwarz,Samuel,GER,"1.09,39",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,1000
31,Lorentzen,Håvard Holmefjord,NOR,"1.09,43",2015-03-01,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
32,Ishiro,Kazuki,JPN,"1.09,44",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
33,Macé,Benjamin,FRA,"1.09,48",2015-01-03,Milwaukee (USA),Time Trials,m,2014,1000
34,Wijsman,Arvin,NED,"1.09,52",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
35,Garcia,Jonathan,USA,"1.09,59",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,1000
36,Kim,Jin-Su,KOR,"1.09,64",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
36,Schipper,Pim,NED,"1.09,64",2015-03-14,Erfurt (GER),Internationaler Vereinswettkampf,m,2014,1000
38,de Vries,Sjoerd,NED,"1.09,66",2015-01-03,Inzell (GER),Frillensee Cup,m,2014,1000
38,Yuskov,Denis,RUS,"1.09,66",2015-01-24,Kolomna,Russia - Single Distances Championships 2015,m,2014,1000
40,Tveit,Espen,NOR,"1.09,70",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
41,Griffin,Kimani,USA,"1.09,72",2015-03-07,Salt Lake City (USA),American Cup Final / Champions Challenge,m,2014,1000
42,Mulder,Michel,NED,"1.09,74",2015-02-08,Heerenveen (NED),ISU World Cup,m,2014,1000
43,Hvammen,Espen Aarnes,NOR,"1.09,75",2015-03-01,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
44,Bøkko,Håvard,NOR,"1.09,76",2014-11-22,Calgary (CAN),Can-Am International,m,2014,1000
45,Kramer,Sven,NED,"1.09,77",2015-02-28,Calgary (CAN),Time Trials,m,2014,1000
46,Carruthers,Dan,CAN,"1.09,79",2015-01-04,Calgary (CAN),Canada - Single Distances Championships 2015,m,2014,1000
47,van Oosten,Martijn,NED,"1.09,81",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
48,Mo,Tae-Bum,KOR,"1.09,82",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
49,Nakao,Koto,JPN,"1.09,83",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
50,Niedźwiedzki,Konrad,POL,"1.09,97",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,1000
51,Choi,Mikhail,CAN,"1.09,99",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
52,Rukke,Christoffer Fagerli,NOR,"1.10,01",2015-03-19,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
53,Murashov,Ruslan,RUS,"1.10,03",2015-02-28,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
54,Hamelin,François,CAN,"1.10,04",2014-10-26,Calgary (CAN),World Cup Trials,m,2014,1000
54,Deckert,Sam,CAN,"1.10,04",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
56,Yamada,Masaya,JPN,"1.10,10",2014-11-22,Calgary (CAN),ISU Junior World Cup,m,2014,1000
57,Mu,Zhongsheng,CHN,"1.10,13",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
58,Bródka,Zbigniew,POL,"1.10,14",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
59,Kim,Cheol-Min,KOR,"1.10,17",2014-09-20,Calgary (CAN),Time Trials,m,2014,1000
60,Park,Edwin,USA,"1.10,21",2015-03-19,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
61,Krol,Thomas,NED,"1.10,24",2015-03-14,Erfurt (GER),Internationaler Vereinswettkampf,m,2014,1000
62,Swider-Peltz,Jeffrey,USA,"1.10,26",2014-10-26,Salt Lake City (USA),USA - Single Distances Championships 2015 / World Cup Qualifier,m,2014,1000
63,Joo,Hyong-Jun,KOR,"1.10,27",2014-09-20,Calgary (CAN),Time Trials,m,2014,1000
64,Michalski,Piotr,POL,"1.10,29",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
65,Koskela,Pekka,FIN,"1.10,31",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
66,Yang,Fan,CHN,"1.10,32",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,1000
66,Poutala,Mika,FIN,"1.10,32",2015-03-01,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
66,N'tab,Dai Dai,NED,"1.10,32",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
69,Nenzi,Mirko Giacomo,ITA,"1.10,34",2015-02-28,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
69,Ruel-Garvey,Alex,CAN,"1.10,34",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
71,Nakamura,Shunsuke,JPN,"1.10,42",2014-12-29,Nagano (JPN),Japan - Sprint Championships 2015,m,2014,1000
72,Kim,Jun-Ho,KOR,"1.10,44",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
73,Golubev,Kirill,RUS,"1.10,45",2014-12-06,Berlin (GER),ISU World Cup,m,2014,1000
73,de Vries,Douwe,NED,"1.10,45",2015-02-28,Calgary (CAN),Time Trials,m,2014,1000
75,Hartman,Steven,USA,"1.10,50",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
76,Kim,Tae-Yun,KOR,"1.10,54",2014-09-28,Calgary (CAN),Fall Classic,m,2014,1000
76,Nakamura,Hayato,JPN,"1.10,54",2014-11-22,Calgary (CAN),ISU Junior World Cup,m,2014,1000
78,Yang,Seung-Yong,KOR,"1.10,57",2014-10-04,Calgary (CAN),Time Trials,m,2014,1000
79,Goplen,Nicholas,CAN,"1.10,59",2015-03-21,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
80,Zhigin,Aleksandr,KAZ,"1.10,63",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
81,Moon,Joon,KOR,"1.10,65",2014-09-28,Calgary (CAN),Fall Classic,m,2014,1000
82,Mezentsev,Fedor,KAZ,"1.10,68",2014-10-25,Astana (KAZ),Kazakhstan - Single Distances Championships 2015,m,2014,1000
82,Dressel,Denis,GER,"1.10,68",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1000
82,Pedersen,Sverre Lunde,NOR,"1.10,68",2015-03-15,Stavanger (NOR),Norway - Single Distances Championships 2015,m,2014,1000
85,Dubreuil,Daniel,CAN,"1.10,69",2015-03-19,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1000
86,van Alphen,Lucas,NED,"1.10,75",2014-11-02,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1000
87,Roozen,Thijs,NED,"1.10,76",2014-11-02,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1000
87,Janssens,Alec,CAN,"1.10,76",2015-03-14,Calgary (CAN),2015 Winter Classic - Olympic Oval Grand Prix,m,2014,1000
89,Williamson,Shane,JPN,"1.10,77",2014-12-29,Nagano (JPN),Japan - Sprint Championships 2015,m,2014,1000
90,Clouthier,Braden,CAN,"1.10,82",2015-03-14,Calgary (CAN),2015 Winter Classic - Olympic Oval Grand Prix,m,2014,1000
91,Szymański,Jan,POL,"1.10,83",2014-10-24,Inzell (GER),International Race,m,2014,1000
91,Kłosiński,Sebastian,POL,"1.10,83",2015-02-21,Inzell (GER),International Rennen,m,2014,1000
93,Tian,Guojun,CHN,"1.10,84",2014-09-27,Calgary (CAN),Fall Classic,m,2014,1000
93,Li,Bailin,CHN,"1.10,84",2015-01-10,Changchun (CHN),Asian Single Distances Championships 2015,m,2014,1000
93,Krech,Roman,KAZ,"1.10,84",2015-01-23,Astana (KAZ),Kazakhstan - Sprint Championships 2015,m,2014,1000
96,Hirschbichler,Hubert,GER,"1.10,85",2015-01-25,Berlin (GER),Germany - Sprint Championships 2015,m,2014,1000
97,Nogal,Artur,POL,"1.10,86",2015-03-01,Astana (KAZ),World Sprint Championships 2015,m,2014,1000
98,Donnelly,Benjamin,CAN,"1.10,87",2015-01-05,Calgary (CAN),Canada - Single Distances Championships 2015,m,2014,1000
98,Silovs,Haralds,LAT,"1.10,87",2015-02-08,Heerenveen (NED),ISU World Cup,m,2014,1000
100,Jang,Won-Hoon,KOR,"1.10,89",2015-02-26,Seoul (KOR),96th National Winter Sports Festival,m,2014,1000
1,Yuskov,Denis,RUS,"1.42,92",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
2,Davis,Shani,USA,"1.43,70",2014-10-25,Salt Lake City (USA),USA - Single Distances Championships 2015 / World Cup Qualifier,m,2014,1500
3,Pedersen,Sverre Lunde,NOR,"1.43,99",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
4,Kramer,Sven,NED,"1.44,18",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
4,Swings,Bart,BEL,"1.44,18",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
6,Morrison,Denny,CAN,"1.44,35",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
7,De Haître,Vincent,CAN,"1.44,75",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
8,Bródka,Zbigniew,POL,"1.44,98",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
9,Verweij,Koen,NED,"1.45,15",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
10,Niedźwiedzki,Konrad,POL,"1.45,27",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
11,Verbij,Kai,NED,"1.45,41",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
12,Derraugh,Tyler,CAN,"1.45,48",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
13,Silovs,Haralds,LAT,"1.45,71",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
14,Nuis,Kjeld,NED,"1.45,80",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
15,Szymański,Jan,POL,"1.45,92",2014-12-14,Heerenveen (NED),ISU World Cup,m,2014,1500
16,Lee,Seung-Hoon,KOR,"1.45,93",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
17,Gryaztsov,Sergey,RUS,"1.45,95",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
18,Contin,Alexis,FRA,"1.46,02",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
19,Nagy,Konrád,HUN,"1.46,04",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
20,Janssens,Alec,CAN,"1.46,13",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
21,Mantia,Joey,USA,"1.46,19",2014-11-08,Milwaukee (USA),Time Trials,m,2014,1500
22,olde Heuvel,Wouter,NED,"1.46,22",2014-12-14,Heerenveen (NED),ISU World Cup,m,2014,1500
23,Bøkko,Håvard,NOR,"1.46,32",2014-11-23,Calgary (CAN),Can-Am International,m,2014,1500
24,Bloemen,Ted-Jan,CAN,"1.46,36",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
25,Krol,Thomas,NED,"1.46,47",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
26,Waples,Stefan,CAN,"1.46,48",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
27,de Vries,Douwe,NED,"1.46,79",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
28,Kim,Jin-Su,KOR,"1.46,81",2014-10-11,Calgary (CAN),Time Trials,m,2014,1500
28,Beckert,Patrick,GER,"1.46,81",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
30,Tveit,Espen,NOR,"1.46,82",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
31,Yamanaka,Daichi,JPN,"1.46,88",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
32,Smallenbroek,Bram,AUT,"1.46,89",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
33,MacLennan,Richard,CAN,"1.47,07",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
34,Nilsen,Simen Spieler,NOR,"1.47,08",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
35,Schipper,Pim,NED,"1.47,11",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
36,Tian,Guojun,CHN,"1.47,21",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
37,Kulizhnikov,Pavel,RUS,"1.47,26",2015-01-22,Kolomna,Russia - Single Distances Championships 2015,m,2014,1500
38,Kuzin,Denis,KAZ,"1.47,34",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
39,Swider-Peltz,Jeffrey,USA,"1.47,39",2014-10-25,Salt Lake City (USA),USA - Single Distances Championships 2015 / World Cup Qualifier,m,2014,1500
40,Gregg,Jamie,CAN,"1.47,44",2014-11-23,Calgary (CAN),Can-Am International,m,2014,1500
41,Kim,Min-Seok,KOR,"1.47,46",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
42,Li,Bailin,CHN,"1.47,49",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
43,Blokhuijsen,Jan,NED,"1.47,61",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
43,Sinitsyn,Danil,RUS,"1.47,61",2014-12-29,Kolomna,Russia - Allround Championships 2015,m,2014,1500
45,de Vries,Sjoerd,NED,"1.47,72",2014-10-12,Inzell (GER),International Season Opening,m,2014,1500
46,Dubreuil,Daniel,CAN,"1.47,77",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
47,Giovannini,Andrea,ITA,"1.47,78",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
48,Suvorov,Aleksej,RUS,"1.47,88",2014-08-29,Calgary (CAN),Time Trials,m,2014,1500
48,van der Horst,Fredrik,NOR,"1.47,88",2015-01-17,Inzell (GER),Frillensee Cup,m,2014,1500
50,Joo,Hyong-Jun,KOR,"1.47,89",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
50,Williamson,Shane,JPN,"1.47,89",2015-03-08,Calgary (CAN),World Allround Championships 2015,m,2014,1500
52,Romeijn,Aron,NED,"1.47,90",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
53,Goplen,Nicholas,CAN,"1.48,00",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
54,Seo,Jeong-Su,KOR,"1.48,03",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
55,Vriend,Maurice,NED,"1.48,04",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
56,Ichinohe,Seitaro,JPN,"1.48,15",2014-12-21,Obihiro (JPN),Japan - Allround Championships 2015,m,2014,1500
57,Fedotov,Dmitrij,RUS,"1.48,19",2015-01-10,Kolomna,Russia Cup 4,m,2014,1500
58,Donnelly,Benjamin,CAN,"1.48,20",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
59,Riopel,Philippe,CAN,"1.48,23",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
59,Groothuis,Stefan,NED,"1.48,23",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
59,Macé,Benjamin,FRA,"1.48,23",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
62,Bergsma,Jorrit,NED,"1.48,25",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
63,Kim,Cheol-Min,KOR,"1.48,26",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
63,Agdestein,Einar Døving,NOR,"1.48,26",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
65,de Vos,Jos,NED,"1.48,34",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
66,Déry,Alexandre,CAN,"1.48,41",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
67,Lorentzen,Håvard Holmefjord,NOR,"1.48,44",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
68,Kozlov,Mikhail,RUS,"1.48,52",2015-03-08,Kolomna,Russia Cup,m,2014,1500
69,Mo,Tae-Bum,KOR,"1.48,53",2014-09-20,Calgary (CAN),Time Trials,m,2014,1500
70,Otterspeer,Hein,NED,"1.48,58",2014-10-18,Erfurt (GER),International Race,m,2014,1500
71,Lehman,Emery,USA,"1.48,66",2015-01-10,Milwaukee (USA),USA - Long Track Championships 2015,m,2014,1500
71,Hartman,Steven,USA,"1.48,66",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
73,Deckert,Sam,CAN,"1.48,69",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
74,Garcia,Jonathan,USA,"1.48,75",2014-10-11,Salt Lake City (USA),Time Trials,m,2014,1500
75,Hirschbichler,Hubert,GER,"1.48,79",2015-03-01,Inzell (GER),International German Open 2015,m,2014,1500
76,Liu,Yiming,CHN,"1.48,86",2014-09-13,Calgary (CAN),Time Trials,m,2014,1500
77,Yamada,Masaya,JPN,"1.48,88",2014-11-23,Calgary (CAN),ISU Junior World Cup,m,2014,1500
77,Groen,Peter,NED,"1.48,88",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
79,Ishiro,Kazuki,JPN,"1.48,90",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
80,Roozen,Thijs,NED,"1.48,92",2014-11-01,Heerenveen (NED),Netherlands - Single Distances Championships 2015,m,2014,1500
80,van Beek,Thom,NED,"1.48,92",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
82,Notland,Magne,NOR,"1.48,95",2015-03-14,Calgary (CAN),2015 Winter Classic - Olympic Oval Grand Prix,m,2014,1500
83,Park,Edwin,USA,"1.49,03",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
84,Kazelin,Mikhail,RUS,"1.49,04",2015-02-03,Kolomna,Russia - Junior Championships 2015,m,2014,1500
85,Watson,Robert,CAN,"1.49,09",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
85,Razorenov,Aleksandr,RUS,"1.49,09",2015-03-08,Kolomna,Russia Cup,m,2014,1500
87,van Alphen,Lucas,NED,"1.49,12",2014-10-04,Inzell (GER),iSkate - Testrennen,m,2014,1500
87,Trofimov,Sergey,RUS,"1.49,12",2015-02-03,Kolomna,Russia - Junior Championships 2015,m,2014,1500
89,Wijsman,Arvin,NED,"1.49,13",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
90,Nakamura,Kento,JPN,"1.49,14",2015-03-22,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,1500
91,Hamelin,François,CAN,"1.49,16",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
92,Puszkarski,Piotr,POL,"1.49,21",2015-02-01,Hamar (NOR),ISU World Cup,m,2014,1500
93,Brunsmann,Paul-Yme,NED,"1.49,23",2014-12-27,Inzell (GER),International Christmas Race,m,2014,1500
93,Dijs,Wesly,NED,"1.49,23",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
95,Rotteveel,Renz,NED,"1.49,26",2014-12-28,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,1500
96,Koksharov,Mikhail,RUS,"1.49,28",2015-03-08,Kolomna,Russia Cup,m,2014,1500
97,Hager,Armin,AUT,"1.49,32",2015-02-13,Heerenveen (NED),World Single Distances Championships 2015,m,2014,1500
98,Landry,Léo,CAN,"1.49,36",2014-10-23,Calgary (CAN),World Cup Trials,m,2014,1500
99,So,Han-Jae,KOR,"1.49,39",2014-09-26,Calgary (CAN),Fall Classic,m,2014,1500
100,Nakamura,Hayato,JPN,"1.49,40",2014-11-23,Calgary (CAN),ISU Junior World Cup,m,2014,1500
1,Kramer,Sven,NED,"6.07,49",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
2,Bergsma,Jorrit,NED,"6.11,53",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
3,Pedersen,Sverre Lunde,NOR,"6.11,77",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
4,Yuskov,Denis,RUS,"6.13,64",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
5,Contin,Alexis,FRA,"6.15,02",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
6,Swings,Bart,BEL,"6.15,42",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
7,Bloemen,Ted-Jan,CAN,"6.15,75",2014-10-24,Calgary (CAN),World Cup Trials,m,2014,5000
8,Beckert,Patrick,GER,"6.16,60",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
9,de Vries,Douwe,NED,"6.17,81",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
10,olde Heuvel,Wouter,NED,"6.18,50",2014-12-27,Heerenveen (NED),Netherlands - Allround Championships 2015,m,2014,5000
11,de Jong,Bob,NED,"6.20,48",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
12,Rumyantsev,Alexander,RUS,"6.22,39",2014-10-18,Kolomna,Russia Cup 1,m,2014,5000
13,Lee,Seung-Hoon,KOR,"6.23,02",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
14,Næss,Ole Bjørnsmoen,NOR,"6.23,30",2015-03-20,Calgary (CAN),2015 Olympic Oval Finale / Canada Cup 4,m,2014,5000
15,van der Poel,Nils,SWE,"6.23,40",2014-12-13,Heerenveen (NED),ISU World Cup,m,2014,5000
16,Blokhuijsen,Jan,NED,"6.23,53",2014-10-17,Inzell (GER),International Race,m,2014,5000
17,de Vos,Jos,NED,"6.23,62",2014-10-11,Inzell (GER),International Season Opening,m,2014,5000
17,Giovannini,Andrea,ITA,"6.23,62",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
19,Verweij,Koen,NED,"6.23,86",2015-01-10,Chelyabinsk,European Championships 2015,m,2014,5000
20,Vreugdenhil,Frank,NED,"6.23,95",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
21,Nilsen,Simen Spieler,NOR,"6.24,69",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
22,Morrison,Denny,CAN,"6.25,01",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
23,Niedźwiedzki,Konrad,POL,"6.25,09",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
24,Stroetinga,Arjan,NED,"6.25,12",2014-12-06,Berlin (GER),ISU World Cup,m,2014,5000
25,Silovs,Haralds,LAT,"6.25,22",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
26,Bøkko,Håvard,NOR,"6.25,79",2015-03-07,Calgary (CAN),World Allround Championships 2015,m,2014,5000
27,Williamson,Shane,JPN,"6.25,81",2014-12-20,Obihiro (JPN),Japan - Allround Championships 2015,m,2014,5000
28,Sinitsyn,Danil,RUS,"6.26,48",2015-01-23,Kolomna,Russia - Single Distances Championships 2015,m,2014,5000
29,Michael,Peter,NZL,"6.26,94",2015-02-14,Heerenveen (NED),World Single Distances Championships 2015,m,2014,5000
