,Rank,Family Name,Given Name,Nationality,Time,Date,Location,Event,Gender,Year,Distance
7827,11,Yuskov,Denis,RUS,"6.12,26",2020-01-11,Heerenveen (NED),European Championships 2020,m,2019,5000
7828,12,Bergsma,Jorrit,NED,"6.12,51",2020-01-11,Heerenveen (NED),European Championships 2020,m,2019,5000
7829,13,Semerikov,Danila,RUS,"6.13,77",2020-01-11,Heerenveen (NED),European Championships 2020,m,2019,5000
7830,14,Zakharov,Ruslan,RUS,"6.14,06",2020-02-13,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,5000
7831,15,Giovannini,Andrea,ITA,"6.14,52",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7832,16,Bosker,Marcel,NED,"6.14,93",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7833,17,Loubineaud,Timothy,FRA,"6.14,96",2020-02-13,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,5000
7834,18,Rumyantsev,Alexander,RUS,"6.15,73",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7835,19,Tsuchiya,Ryosuke,JPN,"6.16,32",2020-02-13,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,5000
7836,20,Tsuchiya,Riku,JPN,"6.16,56",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7837,21,Chshigolev,Vitaliy,KAZ,"6.16,90",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7838,22,Mikhailov,Vitaly,BLR,"6.16,92",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7839,23,Michael,Peter,NZL,"6.17,12",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7840,24,Tumolero,Nicola,ITA,"6.17,86",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7841,25,Blokhuijsen,Jan,NED,"6.18,02",2020-01-25,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,5000
7842,26,Ichinohe,Seitaro,JPN,"6.18,11",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7843,27,Obayashi,Masahito,JPN,"6.18,24",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7844,28,Morozov,Dmitry,KAZ,"6.19,02",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7845,29,Jansman,Kars,NED,"6.20,74",2020-01-25,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,5000
7846,30,Talsma,Marwin,NED,"6.21,33",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7847,31,Swings,Bart,BEL,"6.21,35",2019-10-26,Inzell (GER),International Race,m,2019,5000
7848,32,Thorup,Viktor Hald,DEN,"6.21,46",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7849,33,Huizinga,Chris,NED,"6.21,58",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7850,34,Lehman,Emery,USA,"6.21,88",2019-12-27,Salt Lake City (USA),USA - Long Track Championships 2020,m,2019,5000
7851,35,de Vries,Bart,NED,"6.22,06",2019-12-27,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,5000
7852,36,Palka,Szymon,POL,"6.22,29",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7853,37,Malfatti,Michele,ITA,"6.22,52",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7854,38,Kooiman,Erik Jan,NED,"6.22,69",2019-10-12,Heerenveen (NED),Trainingswedstrijd KNSB- en Topteams,m,2019,5000
7855,39,Ariëns,Crispijn,NED,"6.22,90",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7856,40,Wenger,Livio,SUI,"6.23,14",2019-10-19,Inzell (GER),International Race,m,2019,5000
7857,41,de Vos,Jos,NED,"6.23,44",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7858,42,Maly,Felix,GER,"6.23,89",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7859,43,Muller,Kaleb,CAN,"6.24,26",2019-09-19,Calgary (CAN),2019 Fall Classic,m,2019,5000
7860,44,Williamson,Shane,JPN,"6.24,36",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7861,45,Bøkko,Håvard,NOR,"6.24,47",2019-12-15,Nagano (JPN),ISU World Cup #4,m,2019,5000
7862,46,Chung,Jae-Won,KOR,"6.24,75",2020-01-31,Milwaukee (USA),Four Continents Championships 2020,m,2019,5000
7863,47,Dijkstra,Lex,NED,"6.25,10",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7864,48,Bovenhuis,Robert,NED,"6.25,17",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7865,49,Engebråten,Hallgeir,NOR,"6.25,25",2020-01-11,Heerenveen (NED),European Championships 2020,m,2019,5000
7866,50,Um,Cheon-Ho,KOR,"6.25,45",2020-01-31,Milwaukee (USA),Four Continents Championships 2020,m,2019,5000
7867,51,Ogawa,Takuro,JPN,"6.25,73",2020-01-31,Milwaukee (USA),Four Continents Championships 2020,m,2019,5000
7868,52,Cepuran,Ethan,USA,"6.26,08",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7869,53,Petzold,Fridtjof,GER,"6.26,53",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7870,54,Yunin,Yegor,RUS,"6.26,63",2019-12-27,Kolomna,B.I. Shavyrin Memorial,m,2019,5000
7871,55,Stoltenborg,Mats,NED,"6.27,20",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7872,56,Geerdinck,Thomas,NED,"6.27,30",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7873,57,Janicki,Artur,POL,"6.28,30",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7874,58,Arito,Motonaga,JPN,"6.28,41",2019-09-07,Obihiro (JPN),2019 Meiji Hokkaido Tokachi Oval Speed Skating Competition,m,2019,5000
7875,59,Ulekleiv,Kristian Gamme,NOR,"6.28,65",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7876,60,de Vries,Bob,NED,"6.28,70",2019-10-12,Inzell (GER),International Season Opening,m,2019,5000
7877,61,Ramler,Victor,NED,"6.28,77",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7878,62,Shen,Hanyang,CHN,"6.29,07",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7879,63,Mayeur,Hayden,CAN,"6.29,39",2019-11-09,Calgary (CAN),CanAm International,m,2019,5000
7880,64,de Boer,Tjerk,NED,"6.30,21",2019-10-12,Inzell (GER),International Season Opening,m,2019,5000
7881,65,Aldoshkin,Daniil,RUS,"6.30,26",2019-12-15,Nagano (JPN),ISU World Cup #4,m,2019,5000
7882,66,Dawson,Casey,USA,"6.30,27",2020-03-06,Salt Lake City (USA),AmCup Final / Open Masters Championships,m,2019,5000
7883,67,Ito,Takahiro,JPN,"6.30,92",2019-10-12,Obihiro (JPN),2019 1st Time Trial Competition,m,2019,5000
7884,68,Seryaev,Yevgeny,RUS,"6.31,09",2019-10-24,Kolomna,Russia Cup 1,m,2019,5000
7885,69,Gryaztsov,Sergey,RUS,"6.31,34",2019-10-05,Inzell (GER),International Race,m,2019,5000
7886,70,Beliaev,Daniil,RUS,"6.31,39",2019-10-05,Inzell (GER),International Race,m,2019,5000
7887,71,Næss,Ole Bjørnsmoen,NOR,"6.31,51",2020-03-11,Heerenveen (NED),1st Masters International Thialf Records Races,m,2019,5000
7888,72,Damaratski,Yahor,BLR,"6.31,63",2019-10-19,Inzell (GER),International Race,m,2019,5000
7889,73,Wu,Yu,CHN,"6.31,92",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7890,74,Weidemann,Jake,CAN,"6.33,06",2020-01-31,Milwaukee (USA),Four Continents Championships 2020,m,2019,5000
7891,75,Muhamaiti,Hanahati,CHN,"6.33,19",2019-09-19,Calgary (CAN),2019 Fall Classic,m,2019,5000
7892,76,Janissen,Jeroen,NED,"6.33,64",2020-02-03,Heerenveen (NED),Baanwedstrijd C/B Junioren / Lange Afstanden,m,2019,5000
7893,77,Zakharov,Timur,RUS,"6.34,27",2019-12-27,Kolomna,B.I. Shavyrin Memorial,m,2019,5000
7894,78,Horikawa,Tsubasa,JPN,"6.34,37",2019-11-03,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,5000
7895,79,Ning,Zhongyan,CHN,"6.34,51",2019-08-23,Calgary (CAN),2019 Summer Classic,m,2019,5000
7896,80,Gavrilov,Demyan,KAZ,"6.34,81",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7897,81,Quinn,Ian,USA,"6.34,99",2019-10-25,Milwaukee (USA),AmCup 1 / Fall WC Qualifier,m,2019,5000
7898,82,Alemasi,Kahanbai,CHN,"6.35,18",2019-09-19,Calgary (CAN),2019 Fall Classic,m,2019,5000
7899,83,Harink,Jordy,NED,"6.35,38",2019-09-28,Heerenveen (NED),Trainingswedstrijd KNSB-en Topteams,m,2019,5000
7900,84,Stam,Danny,NED,"6.35,53",2019-10-12,Inzell (GER),International Season Opening,m,2019,5000
7901,85,Betti,Francesco,ITA,"6.35,61",2019-12-15,Nagano (JPN),ISU World Cup #4,m,2019,5000
7902,86,Bukin,Egor,RUS,"6.35,62",2019-12-27,Kolomna,B.I. Shavyrin Memorial,m,2019,5000
7903,87,Deibert,Jack,CAN,"6.35,83",2019-11-09,Calgary (CAN),CanAm International,m,2019,5000
7904,88,Whyte,Josh,NZL,"6.36,31",2020-02-08,Calgary (CAN),ISU World Cup #5,m,2019,5000
7905,89,Shkolin,Egor,RUS,"6.36,39",2019-10-31,Kolomna,Russia - Single Distances Championships 2020,m,2019,5000
7906,90,Stangeland,Vetle,NOR,"6.36,59",2019-11-02,Hamar (NOR),Norgescup 2,m,2019,5000
7907,91,Yamada,Kazuya,JPN,"6.36,67",2020-01-23,Obihiro (JPN),69th High School Championships,m,2019,5000
7908,92,Liu,Yiming,CHN,"6.36,90",2019-09-19,Calgary (CAN),2019 Fall Classic,m,2019,5000
7909,93,Howe,Connor,CAN,"6.36,97",2020-01-04,Calgary (CAN),Canada Cup 2,m,2019,5000
7910,94,Snellink,Beau,NED,"6.37,01",2019-12-28,Inzell (GER),International Race,m,2019,5000
7911,95,van der Harst,Mark,NED,"6.37,19",2019-10-05,Inzell (GER),International Race,m,2019,5000
7912,96,Konyshev,Valerij,RUS,"6.37,22",2019-10-24,Kolomna,Russia Cup 1,m,2019,5000
7913,97,Mol,Bart,NED,"6.37,44",2019-11-01,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,5000
7914,98,Wang,Shiwei,CHN,"6.37,76",2019-08-23,Calgary (CAN),2019 Summer Classic,m,2019,5000
7915,99,Yu,Jiawei,CHN,"6.37,83",2019-09-07,Calgary (CAN),Time Trials,m,2019,5000
7916,100,Dahmen,Hanno,NED,"6.37,88",2020-01-04,Calgary (CAN),Canada Cup 2,m,2019,5000
7917,1,Fish,Graeme,CAN,"12.33,86",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7918,2,Roest,Patrick,NED,"12.42,97",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7919,3,Bloemen,Ted-Jan,CAN,"12.45,01",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7920,4,Bergsma,Jorrit,NED,"12.45,04",2019-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,10000
7921,5,Beckert,Patrick,GER,"12.47,93",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7922,6,Tsuchiya,Ryosuke,JPN,"12.55,62",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7923,7,Ghiotto,Davide,ITA,"12.58,30",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7924,8,Loubineaud,Timothy,FRA,"12.58,97",2020-02-14,Salt Lake City (USA),World Single Distances Championships 2020,m,2019,10000
7925,9,Talsma,Marwin,NED,"12.59,12",2019-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,10000
7926,10,Tumolero,Nicola,ITA,"13.01,65",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7927,11,de Vries,Douwe,NED,"13.01,87",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7928,12,Semerikov,Danila,RUS,"13.02,43",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7929,13,Zakharov,Ruslan,RUS,"13.02,74",2019-11-03,Kolomna,Russia - Single Distances Championships 2020,m,2019,10000
7930,14,Blokhuijsen,Jan,NED,"13.05,00",2019-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,10000
7931,15,Rumyantsev,Alexander,RUS,"13.06,62",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7932,16,Kooiman,Erik Jan,NED,"13.06,69",2019-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,10000
7933,17,Bosker,Marcel,NED,"13.07,01",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7934,18,de Vries,Bob,NED,"13.07,63",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7935,19,Ichinohe,Seitaro,JPN,"13.07,88",2020-03-01,Hamar (NOR),World Allround Championships 2020,m,2019,10000
7936,20,Kramer,Sven,NED,"13.07,97",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7937,21,Giovannini,Andrea,ITA,"13.09,39",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7938,22,Michael,Peter,NZL,"13.09,79",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7939,23,Trofimov,Sergey,RUS,"13.10,47",2020-03-01,Hamar (NOR),World Allround Championships 2020,m,2019,10000
7940,24,Belchos,Jordan,CAN,"13.13,33",2019-10-18,Calgary (CAN),Canada - Long Track Championships 2019,m,2019,10000
7941,25,Stoltenborg,Mats,NED,"13.13,62",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7942,26,Ariëns,Crispijn,NED,"13.14,39",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7943,27,Jansman,Kars,NED,"13.14,48",2020-01-26,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,10000
7944,28,de Vos,Jos,NED,"13.16,55",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7945,29,de Vries,Bart,NED,"13.18,88",2019-12-29,Heerenveen (NED),Netherlands - Single Distances Championships 2020,m,2019,10000
7946,30,Pedersen,Sverre Lunde,NOR,"13.19,22",2020-03-01,Hamar (NOR),World Allround Championships 2020,m,2019,10000
7947,31,Malfatti,Michele,ITA,"13.19,80",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7948,32,Huizinga,Chris,NED,"13.20,58",2019-11-03,Heerenveen (NED),Worldcup Kwalificatietoernooi,m,2019,10000
7949,33,Dijkstra,Lex,NED,"13.24,01",2020-01-26,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,10000
7950,34,Yuskov,Denis,RUS,"13.24,20",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7951,35,Maly,Felix,GER,"13.27,58",2019-11-09,Inzell (GER),Germany - Single Distances Championships 2020,m,2019,10000
7952,36,Chshigolev,Vitaliy,KAZ,"13.28,31",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7953,37,Mikhailov,Vitaly,BLR,"13.29,29",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7954,38,Swings,Bart,BEL,"13.29,53",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7955,39,Lehman,Emery,USA,"13.29,75",2019-12-29,Salt Lake City (USA),USA - Long Track Championships 2020,m,2019,10000
7956,40,Ito,Takahiro,JPN,"13.30,40",2019-12-27,Nagano (JPN),Japan - National Team Selection 2020,m,2019,10000
7957,41,Obayashi,Masahito,JPN,"13.31,33",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7958,42,Geerdinck,Thomas,NED,"13.32,68",2020-01-26,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,10000
7959,43,Næss,Ole Bjørnsmoen,NOR,"13.33,94",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7960,44,Palka,Szymon,POL,"13.35,75",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7961,45,Ogawa,Takuro,JPN,"13.36,14",2020-02-16,Hachinohe - YS Arena (JPN),Japan Cup 4,m,2019,10000
7962,46,Muller,Kaleb,CAN,"13.36,75",2020-01-05,Calgary (CAN),Canada Cup 2,m,2019,10000
7963,47,Williamson,Shane,JPN,"13.39,33",2020-03-01,Hamar (NOR),World Allround Championships 2020,m,2019,10000
7964,48,Arito,Motonaga,JPN,"13.39,44",2020-01-25,Obihiro (JPN),69th High School Championships,m,2019,10000
7965,49,Due Schmidt,Philip,DEN,"13.39,60",2020-02-22,Inzell (GER),International Race,m,2019,10000
7966,50,Um,Cheon-Ho,KOR,"13.41,36",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7967,51,Quinn,Ian,USA,"13.41,78",2019-10-26,Milwaukee (USA),AmCup 1 / Fall WC Qualifier,m,2019,10000
7968,52,Cepuran,Ethan,USA,"13.42,56",2019-10-26,Milwaukee (USA),AmCup 1 / Fall WC Qualifier,m,2019,10000
7969,53,Yamada,Kazuya,JPN,"13.43,04",2019-11-02,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,10000
7970,54,Morozov,Dmitry,KAZ,"13.44,21",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7971,55,Tsuchiya,Riku,JPN,"13.44,93",2019-10-27,Hachinohe - YS Arena (JPN),Japan - Single Distances Championships 2020,m,2019,10000
7972,56,Yunin,Yegor,RUS,"13.45,20",2019-11-03,Kolomna,Russia - Single Distances Championships 2020,m,2019,10000
7973,57,Morino,Taiyo,JPN,"13.45,65",2019-11-02,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,10000
7974,58,Seryaev,Yevgeny,RUS,"13.46,38",2019-11-03,Kolomna,Russia - Single Distances Championships 2020,m,2019,10000
7975,59,Janicki,Artur,POL,"13.47,84",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7976,60,Petzold,Fridtjof,GER,"13.48,03",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7977,61,Shen,Hanyang,CHN,"13.48,15",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
7978,62,Zakharov,Timur,RUS,"13.49,19",2019-11-28,Chelyabinsk,Russia Cup 3 / Ice Palace Ural Lightning Prize,m,2019,10000
7979,63,Konyshev,Valerij,RUS,"13.49,36",2019-11-03,Kolomna,Russia - Single Distances Championships 2020,m,2019,10000
7980,64,Matsumoto,Issei,JPN,"13.49,79",2020-01-25,Obihiro (JPN),69th High School Championships,m,2019,10000
7981,65,Xuan,Bowen,CHN,"13.50,79",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
7982,66,Dawson,Casey,USA,"13.51,83",2019-12-29,Salt Lake City (USA),USA - Long Track Championships 2020,m,2019,10000
7983,67,Bukin,Egor,RUS,"13.54,13",2019-11-28,Chelyabinsk,Russia Cup 3 / Ice Palace Ural Lightning Prize,m,2019,10000
7984,68,Tanigaki,Yuto,JPN,"13.54,19",2020-01-25,Obihiro (JPN),69th High School Championships,m,2019,10000
7985,69,Ivanov,Ilya,RUS,"13.57,69",2019-11-03,Kolomna,Russia - Single Distances Championships 2020,m,2019,10000
7986,70,Tanaka,Shouta,JPN,"13.58,01",2019-11-02,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,10000
7987,71,Damaratski,Yahor,BLR,"13.58,35",2020-01-19,Minsk,Belarus - Open Sprint/Allround Championships 2020,m,2019,10000
7988,72,Ning,Zhongyan,CHN,"13.59,32",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
7989,73,Kikuchi,Kenta,JPN,"13.59,53",2019-11-02,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,10000
7990,74,Muhamaiti,Hanahati,CHN,"13.59,80",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
7991,75,Chung,Jae-Won,KOR,"14.00,09",2019-12-07,Astana (KAZ),ISU World Cup #3,m,2019,10000
7992,76,Sekiguchi,Yoshihiro,JPN,"14.00,11",2019-11-02,Obihiro (JPN),2019 Obihiro Forest Competition,m,2019,10000
7993,77,Hoshikawa,Shuuta,JPN,"14.00,26",2020-02-16,Hachinohe - YS Arena (JPN),Japan Cup 4,m,2019,10000
7994,78,Takahashi,Kouta,JPN,"14.03,21",2020-02-16,Hachinohe - YS Arena (JPN),Japan Cup 4,m,2019,10000
7995,79,Los,André,NED,"14.03,69",2020-03-11,Heerenveen (NED),1st Masters International Thialf Records Races,m,2019,10000
7996,80,Dunfee,Kelin,USA,"14.03,82",2019-12-29,Salt Lake City (USA),USA - Long Track Championships 2020,m,2019,10000
7997,81,Hänggi,Martin,SUI,"14.04,98",2020-03-11,Heerenveen (NED),1st Masters International Thialf Records Races,m,2019,10000
7998,82,Vodichenkov,Anton,RUS,"14.05,58",2019-11-28,Chelyabinsk,Russia Cup 3 / Ice Palace Ural Lightning Prize,m,2019,10000
7999,83,Takenaka,Seiya,JPN,"14.05,68",2020-02-16,Hachinohe - YS Arena (JPN),Japan Cup 4,m,2019,10000
8000,84,Saito,Yukiya,JPN,"14.06,10",2020-01-25,Obihiro (JPN),69th High School Championships,m,2019,10000
8001,85,Janissen,Jeroen,NED,"14.06,91",2020-03-07,Haarlem (NED),Bloksma Bokaal,m,2019,10000
8002,86,Stelly,Justin,USA,"14.07,29",2019-12-29,Salt Lake City (USA),USA - Long Track Championships 2020,m,2019,10000
8003,87,de Boer,Tjerk,NED,"14.07,37",2020-01-26,Heerenveen (NED),Netherlands - Allround Championships 2020,m,2019,10000
8004,88,van de Pol,Otto,NED,"14.09,83",2020-03-11,Heerenveen (NED),1st Masters International Thialf Records Races,m,2019,10000
8005,89,Fløiten,Tobias,NOR,"14.12,00",2019-11-03,Hamar (NOR),Norgescup 2,m,2019,10000
8006,90,Yamamoto,Taishi,JPN,"14.12,53",2019-12-27,Nagano (JPN),Japan - Allround Championships 2020,m,2019,10000
8007,91,Kirpichnik,Aliaksei,BLR,"14.13,66",2020-01-19,Minsk,Belarus - Open Sprint/Allround Championships 2020,m,2019,10000
8008,92,Hollaar,Louis,NED,"14.13,68",2020-01-12,Groningen (NED),Rabo Holland Cup 4 / Gruno Bokaal / Zilveren Schaats,m,2019,10000
8009,93,Nakamura,Haruki,JPN,"14.13,83",2020-02-16,Hachinohe - YS Arena (JPN),Japan Cup 4,m,2019,10000
8010,94,Oonishi,Yuusuke,JPN,"14.13,96",2019-11-17,Obihiro (JPN),Japan Cup 1,m,2019,10000
8011,95,Wang,Fanzhi,CHN,"14.14,50",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
8012,96,Chmutov,Daniil,RUS,"14.14,72",2019-11-28,Chelyabinsk,Russia Cup 3 / Ice Palace Ural Lightning Prize,m,2019,10000
8013,97,Matsuzaki,Tatsuki,JPN,"14.16,45",2019-11-17,Obihiro (JPN),Japan Cup 1,m,2019,10000
8014,98,Rehati,Baoerjiang,CHN,"14.17,00",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
8015,98,Wu,Yu,CHN,"14.17,00",2020-01-10,Changchun (CHN),China - National Championships 2020,m,2019,10000
8016,100,Ramler,Victor,NED,"14.17,03",2020-03-11,Amsterdam (NED),2020 FISU World University Speed Skating Championship,m,2019,10000
8017,1,Dubreuil,Laurent,CAN,"34,39",2021-02-12,Heerenveen (NED),World Championships 2021,m,2020,500
8018,2,Shinhama,Tatsuya,JPN,"34,43",2021-02-20,Hachinohe - YS Arena (JPN),Japan - Unofficial Championships 2021,m,2020,500
8019,3,Murakami,Yuma,JPN,"34,44",2021-03-06,Hachinohe - YS Arena (JPN),2021 Nagane Final Competition,m,2020,500
8020,4,Arefyev,Artem,RUS,"34,45",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,500
8021,5,Kulizhnikov,Pavel,RUS,"34,47",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8022,6,Mulder,Ronald,NED,"34,55",2020-12-19,Heerenveen (NED),Oefensessie 9,m,2020,500
8023,6,N'tab,Dai Dai,NED,"34,55",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,500
8024,8,Verbij,Kai,NED,"34,58",2021-01-17,Heerenveen (NED),European Championships 2021,m,2020,500
8025,9,Otterspeer,Hein,NED,"34,59",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,500
8026,10,Murashov,Ruslan,RUS,"34,63",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8027,10,Mushtakov,Viktor,RUS,"34,63",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,500
8028,12,Michalski,Piotr,POL,"34,67",2021-01-23,Heerenveen (NED),ISU World Cup #1,m,2020,500
8029,13,Lorentzen,Håvard Holmefjord,NOR,"34,68",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8030,14,Golovatsiuk,Ignat,BLR,"34,71",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,500
8031,15,Matsui,Yamato,JPN,"34,73",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8032,16,Velema,Lennart,NED,"34,74",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,500
8033,16,Magnussen,Bjørn,NOR,"34,74",2021-01-24,Heerenveen (NED),ISU World Cup #1,m,2020,500
8034,18,Dufter,Joel,GER,"34,79",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,500
8035,18,Nogal,Artur,POL,"34,79",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8036,18,Junio,Gilmore,CAN,"34,79",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8037,21,Morishige,Wataru,JPN,"34,82",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8038,22,Kleba,Austin,USA,"34,89",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,500
8039,23,Krol,Thomas,NED,"34,90",2021-01-16,Heerenveen (NED),European Championships 2021,m,2020,500
8040,23,McLeod,Cooper,USA,"34,90",2021-03-07,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,500
8041,25,Liiv,Marten,EST,"34,91",2021-01-30,Heerenveen (NED),ISU World Cup #2,m,2020,500
8042,26,Boisvert-Lacroix,Alex,CAN,"34,95",2021-01-31,Heerenveen (NED),ISU World Cup #2,m,2020,500
8043,27,Yamanaka,Daichi,JPN,"34,98",2021-02-11,Nagano (JPN),2020/2021 All Japan Selected Nagano Tournament,m,2020,500
8044,28,Stolz,Jordan,USA,"34,99",2021-03-05,Salt Lake City (USA),USA - Open National Championships 2021,m,2020,500
8045,29,Griffin,Kimani,USA,"35,01",2021-01-09,Salt Lake City (USA),Super Salty Cup,m,2020,500
8046,30,Hasegawa,Tsubasa,JPN,"35,02",2021-02-20,Hachinohe - YS Arena (JPN),Japan - Unofficial Championships 2021,m,2020,500
